Product,Current Factory,Candidate Factory,Region,Ship Mode,Predicted Lead Time Days,Lead Time Reduction Days,Lead Time Reduction %,Risk SD Days,Risk Reduction %,Estimated Cost,Estimated Profit,Profit Impact,Profit Impact %,Distance to Region Centroid km,Recommendation Score,Recommendation,Risk Flag
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Same Day,1389.1813641438794,66.70484640419681,4.581734885660152,266.87888223426404,12.405998444244187,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,2100.5308123042055,45.67240618502814,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Same Day,1391.5571741533668,64.32903639470942,4.418548367903863,260.0116889313364,14.65992328020145,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,897.8239432041659,43.75824660304587,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,Second Class,1356.5487310800681,101.74011679034015,6.976677970137049,210.44773697999224,30.927620626612352,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2136.7328059710176,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Second Class,1391.5840014662112,66.70484640419704,4.574186142999621,266.87888223426404,12.405998444244187,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,2100.5308123042055,45.672406185028194,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Second Class,1393.9598114756989,64.32903639470942,4.41126848694286,260.0116889313364,14.65992328020145,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,897.8239432041659,43.758246603045706,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,Standard Class,1345.165598129442,101.74011679034015,7.031565066143976,210.44773697999224,30.927620626612352,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2136.7328059710176,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Standard Class,1380.2008685155854,66.70484640419681,4.610172295013362,266.87888223426404,12.405998444244187,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,2100.5308123042055,45.67240618502812,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Standard Class,1382.5766785250728,64.32903639470942,4.445972929084455,260.0116889313364,14.65992328020145,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,897.8239432041659,43.75824660304586,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,First Class,1388.976011457021,101.74011679034015,6.82491554645996,235.25726799156945,23.0655457098506,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,1018.4239278200666,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,First Class,1424.0112818431644,66.70484640419681,4.4746846928275925,258.4114381726021,15.493607709266346,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,1652.3798078410057,56.55251414606583,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,First Class,1426.3870918526518,64.32903639470942,4.315310955301814,266.03206567220985,13.00148993949,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,1472.986345145029,50.15251483305663,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Same Day,1374.3346639181714,101.74011679034015,6.892612631827853,235.25726799156945,23.0655457098506,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,1018.4239278200666,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Same Day,1409.3699343043147,66.70484640419681,4.519069580755162,258.4114381726021,15.493607709266346,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,1652.3798078410057,56.55251414606583,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Same Day,1411.745744313802,64.32903639470942,4.358114997658294,266.03206567220985,13.00148993949,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,1472.986345145029,50.15251483305663,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Second Class,1376.7373012405033,101.74011679034015,6.881411616407772,235.25726799156945,23.0655457098506,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,1018.4239278200666,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Second Class,1411.7725716266466,66.70484640419681,4.511725751823775,258.4114381726021,15.493607709266346,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,1652.3798078410057,56.55251414606598,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Second Class,1414.148381636134,64.32903639470942,4.35103273206486,266.03206567220985,13.00148993949,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,1472.986345145029,50.152514833056784,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Standard Class,1365.3541682898772,101.74011679034038,6.934804247075194,235.25726799156945,23.0655457098506,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,1018.4239278200666,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Standard Class,1400.3894386760205,66.70484640419704,4.546732073225257,258.4114381726021,15.493607709266346,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,1652.3798078410057,56.55251414606599,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Standard Class,1402.7652486855081,64.32903639470942,4.384792241978643,266.03206567220985,13.00148993949,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,1472.986345145029,50.15251483305657,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,First Class,1387.4395777938926,101.74011679034015,6.831957027103113,210.15549798502377,26.744946567827228,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2294.990439990625,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,First Class,1422.474848180036,66.70484640419681,4.47930136616725,266.9248942448598,6.956527058465485,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,878.5208852512897,42.56605257570627,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,First Class,1424.8506581895233,64.32903639470942,4.319763197729444,266.21497467024545,7.2039876144325925,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,3580.9141948722836,38.73699926266265,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Same Day,1372.7982302550429,101.74011679034015,6.899794569208908,210.15549798502377,26.744946567827228,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2294.990439990625,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Same Day,1407.8335006411862,66.70484640419681,4.523778343090035,266.9248942448598,6.956527058465485,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,878.5208852512897,42.56605257570628,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Same Day,1410.2093106506736,64.32903639470942,4.362656049170182,266.21497467024545,7.2039876144325925,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,3580.9141948722836,38.73699926266265,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Second Class,1375.2008675773748,101.74011679034038,6.888570218253898,210.15549798502377,26.744946567827228,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2294.990439990625,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Second Class,1410.236137963518,66.70484640419704,4.516419214458571,266.9248942448598,6.956527058465485,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,878.5208852512897,42.56605257570628,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Second Class,1412.6119479730057,64.32903639470942,4.355559028802289,266.21497467024545,7.2039876144325925,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,3580.9141948722836,38.73699926266243,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Standard Class,1363.817734626749,101.74011679034015,6.9420744252411986,210.15549798502377,26.744946567827228,3.2628504672897196,31.73714953271028,3.73714953271028,13.346962616822427,2294.990439990625,100.0,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Standard Class,1398.8530050128923,66.70484640419681,4.5514986897104075,266.9248942448598,6.956527058465485,3.8530869729270822,31.14691302707292,3.1469130270729195,11.238975096688998,878.5208852512897,42.56605257570627,Potential Reassignment,Acceptable
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Standard Class,1401.2288150223796,64.32903639470942,4.389389087063869,266.21497467024545,7.2039876144325925,4.257808862306258,30.74219113769374,2.742191137693741,9.793539777477646,3580.9141948722836,38.73699926266265,Potential Reassignment,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1391.7728203441443,-35.03527038614334,-2.5823174413671888,255.74106237686206,6.870130054846099,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,3313.279674146417,69.25187325413023,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1394.1486303536317,-37.411080395630734,-2.7574294230147034,255.1409819527574,7.088653475895895,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,966.7174915154925,68.29596904410192,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,First Class,1458.477666748341,-101.74011679034015,-7.49887970547359,276.9399222084468,-0.8495808150171271,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1290.869670067162,54.49999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1377.1314728052946,-35.03527038614334,-2.610488750582236,255.74106237686206,6.870130054846099,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,3313.279674146417,69.25187325413023,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1379.507282814782,-37.411080395630734,-2.7875110836463604,255.1409819527574,7.088653475895895,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,966.7174915154925,68.29596904410192,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Same Day,1443.8363192094914,-101.74011679034015,-7.580687331277137,276.9399222084468,-0.8495808150171271,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1290.869670067162,54.49999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1379.5341101276265,-35.03527038614334,-2.605823772438497,255.74106237686206,6.870130054846099,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,3313.279674146417,69.25187325413023,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1381.9099201371139,-37.411080395630734,-2.782529764237211,255.1409819527574,7.088653475895895,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,966.7174915154925,68.29596904410192,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Second Class,1446.2389565318233,-101.74011679034015,-7.567140542114748,276.9399222084468,-0.8495808150171271,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1290.869670067162,54.49999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1368.1509771770006,-35.035270386143566,-2.62807423299229,255.74106237686206,6.870130054846099,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,3313.279674146417,69.25187325413023,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1370.526787186488,-37.41108039563096,-2.806289071913254,255.1409819527574,7.088653475895895,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,966.7174915154925,68.29596904410192,Do Not Reassign,Acceptable
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Standard Class,1434.8558235811975,-101.74011679034038,-7.63175441352006,276.9399222084468,-0.8495808150171271,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1290.869670067162,54.49999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,First Class,1445.1068801444476,-101.74011679034015,-7.573517490958034,304.67712114326554,-44.775669967043605,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1329.3492378052736,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1378.4020337402508,-35.03527038614334,-2.608019741285511,266.87888223426404,-26.814802603288072,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,2100.5308123042055,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,First Class,1380.7778437497382,-37.411080395630734,-2.784874646014246,260.0116889313364,-23.551667821477356,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,897.8239432041659,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Same Day,1430.465532605598,-101.74011679034015,-7.656970776608206,304.67712114326554,-44.775669967043605,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1329.3492378052736,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1363.760686201401,-35.03527038614334,-2.636757750633299,266.87888223426404,-26.814802603288072,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,2100.5308123042055,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1366.1364962108885,-37.411080395630734,-2.815561435819804,260.0116889313364,-23.551667821477356,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,897.8239432041659,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Second Class,1432.8681699279298,-101.74011679034015,-7.643150225143964,304.67712114326554,-44.775669967043605,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1329.3492378052736,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1366.163323523733,-35.03527038614334,-2.6319984995855226,266.87888223426404,-26.814802603288072,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,2100.5308123042055,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1368.5391335332204,-37.411080395630734,-2.810479450677147,260.0116889313364,-23.551667821477356,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,897.8239432041659,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Standard Class,1421.485036977304,-101.74011679034038,-7.709074324448031,304.67712114326554,-44.775669967043605,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,1329.3492378052736,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1354.780190573107,-35.03527038614334,-2.654700150782169,266.87888223426404,-26.814802603288072,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,2100.5308123042055,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1357.1560005825945,-37.41108039563096,-2.8347205451134503,260.0116889313364,-23.551667821477356,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,897.8239432041659,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,First Class,1465.295450304883,-101.74011679034038,-7.46138526906032,305.78922039834566,-29.980775093122208,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,464.37744638282044,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,First Class,1398.590603900686,-35.03527038614334,-2.5694058411139413,258.4114381726021,-9.842063702730073,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,1652.3798078410057,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,First Class,1400.9664139101735,-37.41108039563096,-2.743642261968532,266.03206567220985,-13.0813376961188,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,1472.986345145029,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Same Day,1450.6541027660332,-101.74011679034038,-7.54237244539725,305.78922039834566,-29.980775093122208,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,464.37744638282044,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1383.9492563618362,-35.03527038614334,-2.5972946199977103,258.4114381726021,-9.842063702730073,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,1652.3798078410057,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Same Day,1386.3250663713238,-37.41108039563096,-2.773422233336166,266.03206567220985,-13.0813376961188,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,1472.986345145029,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Second Class,1453.0567400883651,-101.74011679034015,-7.52896212747188,305.78922039834566,-29.980775093122208,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,464.37744638282044,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1386.3518936841683,-35.03527038614334,-2.5926766371478664,258.4114381726021,-9.842063702730073,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,1652.3798078410057,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Second Class,1388.7277036936557,-37.411080395630734,-2.7684910960634235,266.03206567220985,-13.0813376961188,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,1472.986345145029,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Standard Class,1441.673607137739,-101.74011679034015,-7.592922896789632,305.78922039834566,-29.980775093122208,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,464.37744638282044,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1374.9687607335422,-35.03527038614334,-2.614702195185814,258.4114381726021,-9.842063702730073,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,1652.3798078410057,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1377.3445707430296,-37.411080395630734,-2.7920102501454247,266.03206567220985,-13.0813376961188,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,1472.986345145029,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,First Class,1463.7590166417544,-101.74011679034015,-7.469802129870534,286.8819120848882,-36.509353709762166,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,2570.299818307878,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,First Class,1397.0541702375576,-35.03527038614334,-2.5723042749234546,266.9248942448598,-27.0130435816062,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,878.5208852512897,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,First Class,1399.429980247045,-37.411080395630734,-2.7467372442270803,266.21497467024545,-26.67523677596892,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,3580.9141948722836,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,Same Day,1449.1176691029048,-101.74011679034015,-7.550973119280415,286.8819120848882,-36.509353709762166,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,2570.299818307878,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,Same Day,1382.412822698708,-35.03527038614334,-2.6002563517561006,266.9248942448598,-27.0130435816062,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,878.5208852512897,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,Same Day,1384.7886327081953,-37.411080395630734,-2.7765848059009457,266.21497467024545,-26.67523677596892,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,3580.9141948722836,57.79596904410194,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,Second Class,1451.5203064252366,-101.74011679034015,-7.537532227218414,286.8819120848882,-36.509353709762166,2.4392638036809817,10.685736196319018,2.8107361963190183,35.69188820722563,2570.299818307878,64.99999999999999,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,Second Class,1384.8154600210398,-35.03527038614334,-2.5956278403834085,266.9248942448598,-27.0130435816062,3.8530869729270822,9.271913027072918,1.3969130270729178,17.73857812156086,878.5208852512897,59.39924469888345,Do Not Reassign,Higher variability risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,Second Class,1387.1912700305272,-37.411080395630734,-2.7716424261457044,266.21497467024545,-26.67523677596892,4.257808862306258,8.867191137693741,0.9921911376937409,12.599252542142741,3580.9141948722836,57.79596904410194,Do Not Reassign,Higher variability risk
